TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
68,CUST7002,ACC15925,Credit,Transfer,Savings Account,Firm C,East,Manager 1,21-02-2024,48066.65184,46110.80496,0.319828186,355,130
58,CUST2578,ACC31539,Current,Payment,Personal Loan,Firm D,Central,Manager 2,20-10-2023,64188.76389,50634.03454,0.30076816,510,37
173,CUST1888,ACC35163,Savings,Withdrawal,Credit Card,Firm A,West,Manager 4,12-01-2024,58499.18423,97258.25248,0.608610365,642,37
129,CUST4595,ACC62446,Savings,Withdrawal,Savings Account,Firm C,West,Manager 2,10-06-2023,27716.42372,94466.99166,0.110040935,385,189
187,CUST3725,ACC18177,Credit,Deposit,Personal Loan,Firm A,Central,Manager 1,22-06-2024,30610.88038,30841.45023,0.780858235,473,37
143,CUST4360,ACC34568,Current,Payment,Mutual Fund,Firm E,East,Manager 2,06-07-2023,31117.7343,78930.95429,0.452871076,422,201
108,CUST3069,ACC51200,Loan,Transfer,Home Loan,Firm E,South,Manager 4,20-04-2024,46975.97318,49370.86766,-0.001035079,516,234
80,CUST5500,ACC18177,Loan,Withdrawal,Savings Account,Firm E,West,Manager 2,09-01-2023,50964.53834,77844.39229,0.155831981,822,85
57,CUST4373,ACC87006,Loan,Deposit,Savings Account,Firm C,West,Manager 3,10-12-2023,92991.6313,106135.1714,0.843280941,594,174
116,CUST4684,ACC89098,Savings,Deposit,Home Loan,Firm E,Central,Manager 3,05-03-2024,4063.656822,56405.57473,0.233070118,594,93
101,CUST9564,ACC30787,Current,Withdrawal,Savings Account,Firm A,South,Manager 2,24-09-2023,80287.26871,43041.32863,0.509672843,571,42
88,CUST6776,ACC10996,Credit,Transfer,Home Loan,Firm C,North,Manager 2,21-10-2023,61545.77749,29389.27905,0.511806048,333,207
16,CUST9962,ACC77773,Loan,Transfer,Credit Card,Firm B,East,Manager 4,01-01-2024,66021.82458,70158.16801,0.354176544,836,207
185,CUST8155,ACC33287,Savings,Transfer,Savings Account,Firm D,North,Manager 3,09-02-2024,27378.93959,56575.45694,0.643963262,647,191
165,CUST5174,ACC18177,Loan,Withdrawal,Credit Card,Firm A,West,Manager 2,02-01-2023,38742.52123,84363.11575,0.649189029,399,176
59,CUST1114,ACC28154,Loan,Payment,Credit Card,Firm C,South,Manager 3,17-11-2023,24282.05761,-97.39283376,0.139303091,636,76
193,CUST3109,ACC47099,Credit,Withdrawal,Personal Loan,Firm A,Central,Manager 4,18-11-2023,75002.68477,71669.13284,0.043853035,594,118
186,CUST2694,ACC94242,Savings,Withdrawal,Home Loan,Firm C,South,Manager 1,09-02-2024,83741.51971,-3326.708728,0.531085314,476,49
199,CUST6028,ACC77773,Loan,Payment,Mutual Fund,Firm A,East,Manager 1,17-01-2024,68329.52669,74821.32991,0.306298558,408,135
151,CUST2018,ACC28295,Loan,Deposit,Savings Account,Firm E,East,Manager 2,24-05-2024,61445.42457,94539.20942,0.677843472,747,149
107,CUST1768,ACC50439,Current,Transfer,Home Loan,Firm E,South,Manager 1,12-01-2023,87933.25898,85065.56711,0.176469836,593,19
110,CUST8874,ACC21719,Credit,Payment,Credit Card,Firm D,North,Manager 2,06-02-2024,78452.83062,104951.8269,0.504972334,467,179
97,CUST5558,ACC49180,Loan,Deposit,Home Loan,Firm E,East,Manager 1,14-02-2023,52766.60071,73195.96578,0.317554923,787,227
172,CUST8390,ACC67701,Credit,Withdrawal,Credit Card,Firm C,South,Manager 2,20-06-2023,81300.52438,49336.61167,0.478732576,702,194
141,CUST3041,ACC49364,Current,Transfer,Home Loan,Firm A,Central,Manager 1,04-05-2023,103858.6913,70097.1371,0.461029395,616,92
37,CUST6082,ACC24070,Savings,Withdrawal,Mutual Fund,Firm B,East,Manager 2,21-02-2024,46374.69896,68993.03574,0.546906091,321,12
90,CUST9528,ACC75675,Loan,Deposit,Mutual Fund,Firm E,West,Manager 2,20-01-2024,49514.03222,85150.946,0.379303991,729,109
7,CUST7887,ACC49395,Savings,Withdrawal,Home Loan,Firm A,South,Manager 4,14-04-2023,43343.90705,107911.2303,0.565832779,324,154
40,CUST3378,ACC75675,Credit,Deposit,Home Loan,Firm C,South,Manager 3,07-11-2023,48830.72292,139240.8772,0.712879067,680,64
129,CUST2842,ACC96277,Current,Transfer,Savings Account,Firm E,North,Manager 1,10-08-2023,60853.26272,91040.70886,0.297941187,523,180
138,CUST2018,ACC88449,Savings,Withdrawal,Home Loan,Firm E,East,Manager 4,29-01-2024,48900.65068,121325.8626,0.385540497,576,68
116,CUST9525,ACC64393,Loan,Transfer,Credit Card,Firm A,South,Manager 3,21-01-2023,21572.90128,62865.51448,0.654081128,614,209
39,CUST9209,ACC78178,Savings,Transfer,Home Loan,Firm A,South,Manager 4,24-09-2023,39457.29322,106142.3485,0.298332672,589,143
145,CUST8390,ACC95164,Loan,Payment,Mutual Fund,Firm A,North,Manager 4,05-05-2023,82678.66821,126386.0676,0.709225521,391,34
161,CUST1962,ACC55729,Savings,Transfer,Savings Account,Firm A,Central,Manager 2,11-05-2023,80429.5324,74835.74255,0.457729475,477,19
188,CUST6350,ACC29477,Current,Transfer,Personal Loan,Firm D,East,Manager 1,30-07-2023,23704.19388,16008.86668,0.457562467,527,17
68,CUST6319,ACC83848,Loan,Payment,Personal Loan,Firm D,Central,Manager 3,20-10-2023,47156.20969,98804.0688,0.362561355,341,97
34,CUST7395,ACC29477,Current,Withdrawal,Mutual Fund,Firm C,East,Manager 2,26-05-2023,25836.98743,94064.43746,0.893741145,848,96
195,CUST2412,ACC49364,Credit,Transfer,Home Loan,Firm A,Central,Manager 2,10-12-2023,23629.27606,152879.4845,0.452432739,407,71
13,CUST1042,ACC24880,Savings,Payment,Savings Account,Firm D,North,Manager 2,21-10-2023,45130.87353,135466.7834,0.66924962,332,211
148,CUST1888,ACC51593,Loan,Transfer,Savings Account,Firm E,East,Manager 2,06-03-2023,44580.3977,105778.3468,-0.005767703,847,14
125,CUST2942,ACC29396,Savings,Deposit,Mutual Fund,Firm B,West,Manager 1,26-02-2023,39888.00143,76910.05862,0.495719046,341,122
79,CUST3449,ACC51009,Credit,Payment,Home Loan,Firm C,North,Manager 2,04-05-2023,73736.28794,22419.80853,0.744508714,415,47
74,CUST3187,ACC88074,Current,Transfer,Credit Card,Firm B,East,Manager 4,22-03-2024,44076.87948,68948.3078,0.418686999,532,204
164,CUST5664,ACC69323,Current,Transfer,Mutual Fund,Firm B,Central,Manager 2,06-08-2023,20041.99537,44577.56807,0.876988832,478,101
137,CUST1749,ACC45101,Loan,Payment,Mutual Fund,Firm E,Central,Manager 1,16-08-2023,56995.49625,106441.7089,0.124055564,817,157
109,CUST7345,ACC11285,Current,Transfer,Personal Loan,Firm A,West,Manager 1,04-05-2024,17624.33249,32941.81698,0.227824673,605,29
135,CUST2871,ACC60432,Credit,Deposit,Home Loan,Firm D,North,Manager 4,22-08-2023,39623.1673,23284.28831,1.121940821,389,158
73,CUST6526,ACC29356,Loan,Payment,Credit Card,Firm E,North,Manager 1,21-02-2024,77047.03988,98818.10404,0.818842114,590,61
143,CUST5428,ACC75767,Credit,Payment,Personal Loan,Firm B,East,Manager 4,17-11-2023,21720.55146,81688.21402,0.791179131,552,176
115,CUST3602,ACC29007,Current,Payment,Mutual Fund,Firm E,North,Manager 3,30-04-2023,16790.22436,98078.43,0.900822008,779,201
183,CUST2915,ACC90887,Credit,Withdrawal,Savings Account,Firm C,West,Manager 3,12-01-2023,-12226.0383,51245.51999,0.886785061,500,74
125,CUST1042,ACC95164,Loan,Payment,Personal Loan,Firm D,North,Manager 3,05-05-2023,51751.61023,91010.58864,0.518490672,309,70
59,CUST1114,ACC61926,Credit,Deposit,Mutual Fund,Firm E,South,Manager 2,24-09-2023,58886.44759,108771.1934,0.133634021,749,200
39,CUST8461,ACC78178,Savings,Withdrawal,Home Loan,Firm A,South,Manager 2,26-04-2023,42355.95166,70607.87368,0.516794817,624,169
139,CUST7481,ACC39529,Current,Transfer,Personal Loan,Firm C,South,Manager 2,17-02-2024,85535.628,64539.10798,0.260298587,310,166
162,CUST1747,ACC73104,Credit,Deposit,Home Loan,Firm B,Central,Manager 4,11-09-2023,55095.76821,149013.9777,0.585212517,582,166
90,CUST2871,ACC57700,Current,Deposit,Personal Loan,Firm A,South,Manager 2,04-08-2023,57800.36034,46485.02222,0.427675089,556,193
141,CUST1415,ACC45951,Current,Deposit,Home Loan,Firm D,East,Manager 3,19-09-2023,55100.4536,12724.82837,0.108420384,342,21
70,CUST9129,ACC92360,Current,Transfer,Savings Account,Firm C,Central,Manager 3,11-08-2023,51692.31385,62266.21083,0.434292325,350,29
134,CUST5705,ACC48303,Loan,Withdrawal,Home Loan,Firm B,North,Manager 3,10-03-2023,41935.5431,51559.91626,0.278963233,558,136
151,CUST1121,ACC13357,Current,Payment,Mutual Fund,Firm C,West,Manager 3,08-02-2024,91376.10029,60614.24956,0.6126141,491,56
103,CUST7994,ACC30787,Savings,Deposit,Home Loan,Firm B,Central,Manager 1,24-11-2023,3275.313341,69912.69947,0.309672871,406,136
70,CUST1114,ACC25132,Savings,Withdrawal,Credit Card,Firm E,Central,Manager 3,06-01-2023,33332.02351,32300.18328,0.910128082,836,14
107,CUST3069,ACC60432,Savings,Withdrawal,Mutual Fund,Firm B,North,Manager 3,23-08-2023,42835.6717,46412.91501,0.621988114,807,182
142,CUST5174,ACC26973,Loan,Deposit,Personal Loan,Firm A,West,Manager 1,19-09-2023,57426.7119,110588.4392,0.277613539,492,128
142,CUST8390,ACC99117,Savings,Deposit,Mutual Fund,Firm B,South,Manager 3,13-06-2024,83336.70867,24104.18124,0.665475708,533,56
125,CUST4780,ACC58078,Loan,Withdrawal,Home Loan,Firm C,West,Manager 2,22-10-2023,65943.33188,83848.55309,0.547097743,435,206
141,CUST3810,ACC16241,Credit,Transfer,Personal Loan,Firm C,North,Manager 4,23-02-2023,50001.83213,115855.5148,0.262811178,530,173
37,CUST7255,ACC49180,Current,Payment,Personal Loan,Firm D,North,Manager 1,06-09-2023,72889.35322,115624.2901,1.162121407,464,174
18,CUST4684,ACC94203,Current,Transfer,Home Loan,Firm B,East,Manager 3,06-02-2024,37485.36787,55493.01218,-0.051346444,667,149
93,CUST3810,ACC28154,Credit,Payment,Home Loan,Firm C,Central,Manager 1,18-02-2024,21207.76196,104252.3841,0.39999207,404,151
118,CUST8772,ACC88074,Credit,Transfer,Credit Card,Firm E,North,Manager 1,24-12-2023,83660.43862,99334.99505,0.232454766,705,223
64,CUST1497,ACC19156,Credit,Transfer,Credit Card,Firm E,North,Manager 1,25-04-2024,46263.67267,68369.10299,0.292616801,356,170
68,CUST8772,ACC15359,Loan,Withdrawal,Savings Account,Firm D,West,Manager 1,21-05-2023,82926.69313,172192.6604,0.138269581,502,130
82,CUST8874,ACC31902,Loan,Payment,Personal Loan,Firm D,West,Manager 2,21-12-2023,26401.16586,88714.61015,0.10788486,772,53
61,CUST9216,ACC66086,Credit,Deposit,Home Loan,Firm A,East,Manager 4,10-02-2023,86843.34882,67124.84803,0.46620096,514,169
64,CUST1962,ACC43309,Credit,Withdrawal,Home Loan,Firm A,South,Manager 1,17-01-2024,64019.07438,38447.04711,0.729205254,790,35
9,CUST3378,ACC55729,Credit,Deposit,Credit Card,Firm D,South,Manager 2,17-06-2023,20832.40836,47470.99917,0.935208306,717,88
185,CUST1497,ACC94203,Credit,Deposit,Personal Loan,Firm A,East,Manager 1,06-06-2023,50913.41217,112648.2387,0.496910512,566,96
90,CUST4461,ACC33287,Credit,Deposit,Personal Loan,Firm E,South,Manager 2,08-03-2023,96244.93547,16531.53977,0.956349529,812,69
168,CUST7493,ACC28295,Credit,Transfer,Personal Loan,Firm E,Central,Manager 4,25-04-2024,94588.41022,82780.80714,0.721835126,498,196
31,CUST5920,ACC29477,Loan,Deposit,Home Loan,Firm B,Central,Manager 2,19-10-2023,108199.4219,-7930.044232,0.587094298,357,197
73,CUST9209,ACC10117,Savings,Transfer,Credit Card,Firm E,West,Manager 1,30-01-2023,57310.76365,79464.39475,0.354694312,354,60
134,CUST8288,ACC11188,Savings,Payment,Personal Loan,Firm C,East,Manager 1,04-02-2024,47961.61094,47274.09643,0.607606696,708,227
110,CUST2457,ACC64022,Credit,Deposit,Credit Card,Firm E,North,Manager 1,01-03-2024,36295.00606,92332.00578,0.607427612,417,110
156,CUST7933,ACC94203,Credit,Payment,Personal Loan,Firm A,South,Manager 4,19-06-2023,83159.24281,62711.38686,0.337064734,706,185
155,CUST6350,ACC82298,Credit,Payment,Personal Loan,Firm A,East,Manager 2,10-08-2023,53458.65995,50948.43034,0.655821018,510,162
111,CUST2539,ACC82381,Credit,Deposit,Home Loan,Firm C,Central,Manager 3,12-03-2024,81377.64979,96683.8512,0.21063198,438,141
181,CUST7395,ACC64022,Credit,Payment,Home Loan,Firm E,South,Manager 3,06-07-2023,13343.68021,120643.7842,0.417123573,486,74
40,CUST6038,ACC28292,Current,Withdrawal,Personal Loan,Firm D,East,Manager 4,29-11-2023,62448.64899,48162.54242,0.463641759,394,208
99,CUST2067,ACC88252,Credit,Deposit,Personal Loan,Firm A,East,Manager 4,05-03-2024,54147.57857,69683.58,0.52668084,710,118
40,CUST9962,ACC16241,Loan,Withdrawal,Credit Card,Firm B,East,Manager 1,13-09-2023,107454.8702,80487.11821,0.274255606,839,176
37,CUST2109,ACC58667,Current,Deposit,Personal Loan,Firm B,South,Manager 1,17-12-2023,32337.37579,11788.35622,0.711443599,789,98
93,CUST9209,ACC33287,Current,Payment,Home Loan,Firm D,Central,Manager 1,17-04-2023,57472.86249,97148.87076,0.44664148,709,230
169,CUST2539,ACC40952,Credit,Deposit,Credit Card,Firm C,East,Manager 3,10-02-2023,36650.26331,60637.5457,0.230259329,596,229
71,CUST9248,ACC58078,Loan,Payment,Credit Card,Firm C,Central,Manager 3,06-02-2024,99304.76595,28643.57539,0.839980473,408,199
34,CUST9209,ACC83581,Current,Withdrawal,Personal Loan,Firm D,East,Manager 2,30-03-2024,78385.67276,112639.8533,0.298416241,424,173
124,CUST9683,ACC94907,Loan,Payment,Savings Account,Firm B,East,Manager 4,30-03-2024,77680.64577,28420.48569,0.379906725,566,33
104,CUST1840,ACC16664,Loan,Withdrawal,Home Loan,Firm D,East,Manager 3,17-11-2023,43131.9074,112865.4348,0.515911314,576,178
170,CUST2357,ACC29356,Loan,Withdrawal,Personal Loan,Firm D,East,Manager 4,20-01-2024,79365.14316,102568.9506,0.361710564,680,34
62,CUST1609,ACC49180,Loan,Transfer,Savings Account,Firm C,North,Manager 3,04-05-2024,14373.44064,109459.1101,0.340206486,344,41
51,CUST7388,ACC15671,Savings,Payment,Personal Loan,Firm C,North,Manager 2,25-12-2023,81085.4927,103488.6667,0.890485187,555,235
177,CUST8529,ACC65144,Credit,Deposit,Personal Loan,Firm C,East,Manager 3,26-07-2023,33986.04497,90379.4865,0.47334929,412,16
175,CUST1042,ACC37688,Credit,Deposit,Mutual Fund,Firm C,West,Manager 1,04-05-2023,73704.40577,92953.60205,0.341422272,778,16
60,CUST2842,ACC76549,Loan,Withdrawal,Home Loan,Firm B,North,Manager 3,16-03-2023,57505.58306,83723.12076,0.261022938,826,238
133,CUST6351,ACC32627,Current,Withdrawal,Savings Account,Firm D,North,Manager 1,13-03-2023,43107.53554,66514.62722,0.236976176,591,223
178,CUST3187,ACC41829,Savings,Deposit,Credit Card,Firm C,East,Manager 4,19-06-2023,85181.44076,150498.1361,0.234322311,568,173
32,CUST2694,ACC30852,Current,Payment,Savings Account,Firm B,North,Manager 2,11-08-2023,79185.3666,97537.3143,0.463687334,724,163
35,CUST4201,ACC96868,Savings,Payment,Personal Loan,Firm C,Central,Manager 3,25-04-2024,60353.55204,84149.53982,0.668665113,783,63
136,CUST1223,ACC46655,Savings,Payment,Home Loan,Firm E,South,Manager 2,21-11-2023,18961.38954,122454.1678,0.574066427,320,72
107,CUST8266,ACC73104,Loan,Transfer,Credit Card,Firm E,West,Manager 3,23-02-2023,14767.4366,107157.0243,0.496113104,826,224
150,CUST4201,ACC92558,Savings,Payment,Mutual Fund,Firm A,West,Manager 1,03-03-2023,27446.28938,90963.351,0.177443343,482,162
175,CUST8660,ACC38559,Loan,Payment,Credit Card,Firm C,East,Manager 4,03-05-2023,33713.46088,40568.46697,0.528481758,749,169
169,CUST4763,ACC21264,Loan,Deposit,Personal Loan,Firm A,Central,Manager 1,06-03-2023,79561.48165,88463.60543,0.224308659,401,63
52,CUST7855,ACC33287,Credit,Payment,Home Loan,Firm B,East,Manager 1,10-12-2023,116384.8674,95777.50538,0.529809843,610,37
132,CUST4241,ACC52131,Loan,Withdrawal,Savings Account,Firm B,North,Manager 4,08-09-2023,99465.08505,108296.8831,0.292345128,675,214
13,CUST9525,ACC35419,Current,Payment,Mutual Fund,Firm B,South,Manager 3,20-01-2024,53691.61517,89788.61765,0.580636428,827,12
185,CUST6350,ACC39482,Savings,Payment,Credit Card,Firm D,South,Manager 4,12-01-2023,-489.5674515,93409.72199,0.878544472,827,209
195,CUST8416,ACC99549,Loan,Payment,Credit Card,Firm C,West,Manager 1,04-08-2023,67346.20275,100915.9208,0.432718677,541,128
133,CUST5105,ACC54589,Savings,Payment,Personal Loan,Firm D,Central,Manager 1,17-01-2024,42571.23644,54504.01489,0.112544786,699,68
69,CUST5500,ACC88516,Loan,Transfer,Home Loan,Firm E,Central,Manager 1,13-06-2024,29132.47264,84933.27215,0.661897139,509,16
68,CUST2716,ACC61827,Credit,Transfer,Personal Loan,Firm B,East,Manager 3,13-02-2024,55670.3488,53430.44735,0.649733969,786,172
91,CUST9666,ACC60432,Current,Payment,Credit Card,Firm A,North,Manager 3,25-11-2023,64075.88515,132795.7895,0.759080844,596,19
55,CUST2443,ACC32627,Credit,Deposit,Mutual Fund,Firm B,North,Manager 2,25-07-2023,70765.07033,63233.41015,0.46896902,444,147
92,CUST5385,ACC99549,Loan,Deposit,Mutual Fund,Firm D,Central,Manager 3,18-02-2024,70443.88751,38122.66501,0.922800831,391,154
151,CUST1887,ACC50439,Current,Transfer,Mutual Fund,Firm E,East,Manager 1,22-06-2024,78520.68732,129857.2049,0.488826325,497,68
101,CUST8772,ACC29646,Credit,Deposit,Savings Account,Firm E,North,Manager 1,04-05-2024,36055.57428,65702.29002,0.33999291,791,87
63,CUST7388,ACC15925,Loan,Deposit,Credit Card,Firm E,North,Manager 3,24-05-2024,59674.55805,74991.76843,0.399234866,408,78
146,CUST2842,ACC33287,Credit,Deposit,Home Loan,Firm E,West,Manager 1,08-06-2024,61255.52247,92881.7322,0.427752735,681,34
111,CUST9525,ACC78178,Loan,Transfer,Personal Loan,Firm B,North,Manager 1,19-06-2023,-12026.40536,71239.18852,0.541988007,606,14
79,CUST1962,ACC31902,Current,Withdrawal,Personal Loan,Firm E,South,Manager 1,16-08-2023,45180.46191,48328.69388,0.188760642,515,89
148,CUST1569,ACC49180,Savings,Payment,Home Loan,Firm E,North,Manager 1,14-03-2024,108847.1372,11008.63071,0.654023086,715,194
15,CUST4402,ACC46655,Credit,Payment,Credit Card,Firm A,Central,Manager 4,13-09-2023,22480.31537,44347.37349,0.923168849,606,27
81,CUST3109,ACC74656,Loan,Transfer,Home Loan,Firm D,East,Manager 4,23-10-2023,45087.75775,105254.027,0.901523906,327,9
118,CUST1189,ACC35419,Credit,Payment,Savings Account,Firm C,Central,Manager 3,29-05-2023,54794.2096,87465.68742,0.538006784,765,184
150,CUST5916,ACC78178,Savings,Transfer,Home Loan,Firm D,Central,Manager 2,13-02-2024,84509.32904,80805.29495,0.213851008,679,180
77,CUST1114,ACC99117,Loan,Transfer,Savings Account,Firm E,South,Manager 3,06-08-2023,45808.22065,64339.3263,0.844480374,349,100
148,CUST2464,ACC53466,Current,Transfer,Home Loan,Firm E,North,Manager 3,21-11-2023,101126.2783,79816.89773,0.16578917,557,221
99,CUST4669,ACC95164,Current,Payment,Home Loan,Firm A,North,Manager 2,10-12-2023,76095.67879,45391.94748,0.29393059,813,193
191,CUST1644,ACC97225,Savings,Payment,Home Loan,Firm A,East,Manager 2,20-04-2024,62043.33367,30328.48125,0.676610291,523,238
13,CUST9683,ACC26026,Credit,Withdrawal,Savings Account,Firm C,North,Manager 4,05-02-2023,22055.38381,123866.7604,0.519316091,699,197
79,CUST2944,ACC12334,Credit,Withdrawal,Savings Account,Firm E,West,Manager 1,08-11-2023,20721.72289,95566.95106,0.557657949,591,13
58,CUST6351,ACC20297,Credit,Payment,Savings Account,Firm B,Central,Manager 2,09-12-2023,67914.71877,32629.78131,0.725157535,623,16
162,CUST3069,ACC78178,Credit,Deposit,Mutual Fund,Firm B,West,Manager 3,27-05-2024,40976.42581,26361.59064,0.455157604,401,138
187,CUST5253,ACC13357,Loan,Transfer,Home Loan,Firm D,West,Manager 1,12-02-2023,100849.9219,14080.34109,0.463796421,732,140
157,CUST9535,ACC29356,Current,Payment,Credit Card,Firm A,Central,Manager 1,13-09-2023,38164.46807,121390.4033,0.210561108,689,214
33,CUST3315,ACC60432,Credit,Payment,Home Loan,Firm D,West,Manager 3,14-03-2024,40290.33266,52959.97986,0.324059145,791,30
197,CUST5610,ACC48501,Current,Deposit,Mutual Fund,Firm D,North,Manager 3,13-02-2024,88306.22976,37066.1505,0.736374793,418,16
174,CUST8091,ACC92104,Savings,Payment,Savings Account,Firm D,North,Manager 1,09-12-2023,96564.53627,31550.3414,0.352920743,569,39
6,CUST4346,ACC39482,Credit,Payment,Home Loan,Firm A,West,Manager 4,03-03-2023,119064.012,57864.79042,0.370544693,315,223
120,CUST5255,ACC71388,Loan,Withdrawal,Savings Account,Firm B,South,Manager 3,16-03-2023,53811.22348,23988.62929,0.727070867,759,40
32,CUST5574,ACC39482,Current,Withdrawal,Home Loan,Firm A,West,Manager 1,18-03-2023,74358.80958,59609.04993,0.254084213,723,104
167,CUST1114,ACC11188,Savings,Transfer,Credit Card,Firm B,South,Manager 4,21-03-2024,56344.62622,22319.30264,0.420685464,730,19
180,CUST9525,ACC16241,Current,Withdrawal,Credit Card,Firm D,Central,Manager 4,19-10-2023,41204.34061,73145.42756,0.63776292,590,95
67,CUST5320,ACC53466,Loan,Payment,Personal Loan,Firm E,West,Manager 1,23-08-2023,39589.99784,114199.3097,0.388519179,800,21
188,CUST9683,ACC38559,Current,Transfer,Credit Card,Firm A,East,Manager 2,06-03-2023,22727.53502,45388.35693,0.499305226,422,40
45,CUST7887,ACC99409,Current,Withdrawal,Home Loan,Firm C,Central,Manager 4,22-03-2024,-10465.13377,79586.71799,0.329887505,565,167
110,CUST4625,ACC76597,Credit,Withdrawal,Credit Card,Firm B,Central,Manager 1,06-02-2024,61789.41649,73009.14795,0.490458154,713,174
71,CUST1962,ACC65144,Credit,Withdrawal,Savings Account,Firm D,South,Manager 1,06-02-2024,63772.79237,83719.29156,0.406372208,400,146
66,CUST3725,ACC49180,Loan,Withdrawal,Mutual Fund,Firm C,Central,Manager 2,16-03-2023,105887.3533,61303.90933,0.482035752,714,157
3,CUST6351,ACC94907,Current,Withdrawal,Mutual Fund,Firm E,West,Manager 4,22-03-2024,61087.22354,75651.9526,0.328333473,498,211
173,CUST4373,ACC32212,Current,Withdrawal,Home Loan,Firm C,West,Manager 4,05-05-2023,73677.76309,19046.08483,0.623346328,773,183
154,CUST6292,ACC18057,Current,Transfer,Savings Account,Firm C,Central,Manager 3,20-01-2024,3115.052735,58960.17059,0.267590053,330,174
163,CUST8765,ACC83005,Loan,Withdrawal,Home Loan,Firm D,East,Manager 1,06-08-2023,53985.46159,-2144.227266,0.657158322,321,167
110,CUST8390,ACC80442,Credit,Deposit,Savings Account,Firm E,Central,Manager 4,17-12-2023,31746.66434,38952.82956,0.711267093,759,112
62,CUST9666,ACC11062,Savings,Payment,Credit Card,Firm C,South,Manager 3,08-02-2024,-11587.43563,35868.21229,0.245529459,705,84
99,CUST5320,ACC29356,Current,Withdrawal,Home Loan,Firm D,West,Manager 2,19-09-2023,52029.03692,101542.3201,1.079057023,505,11
40,CUST8344,ACC76597,Loan,Withdrawal,Personal Loan,Firm E,South,Manager 1,26-05-2023,23146.13851,50868.14086,0.266946227,634,200
104,CUST3378,ACC83581,Savings,Payment,Credit Card,Firm E,West,Manager 4,26-03-2023,97576.50987,33173.31451,0.500630601,678,56
31,CUST1609,ACC42710,Loan,Transfer,Credit Card,Firm C,South,Manager 1,09-02-2024,117036.3605,86240.05676,0.974859176,397,192
4,CUST3187,ACC82926,Loan,Transfer,Credit Card,Firm A,North,Manager 2,23-04-2023,52858.54295,22479.76515,0.593508322,390,57
115,CUST8091,ACC11062,Credit,Payment,Mutual Fund,Firm B,Central,Manager 1,08-11-2023,15601.70053,40406.05293,0.216164214,384,71
131,CUST7793,ACC77773,Savings,Transfer,Mutual Fund,Firm A,South,Manager 2,30-07-2023,67544.30827,109819.5462,0.379389845,456,194
153,CUST9528,ACC52650,Credit,Withdrawal,Home Loan,Firm D,Central,Manager 2,09-01-2023,48020.80693,49411.34506,0.380839403,783,219
46,CUST1840,ACC21719,Loan,Payment,Home Loan,Firm A,West,Manager 4,30-01-2023,52703.86447,33757.82981,0.560852701,552,65
127,CUST2357,ACC22799,Current,Deposit,Mutual Fund,Firm A,North,Manager 1,08-11-2023,20738.2151,62326.35309,0.54502493,750,157
191,CUST4373,ACC23985,Credit,Payment,Mutual Fund,Firm B,South,Manager 1,08-03-2023,68462.48817,38547.13527,0.133522023,786,85
128,CUST9038,ACC12334,Current,Deposit,Personal Loan,Firm A,South,Manager 2,22-05-2024,73539.35745,72436.31036,0.279573754,718,146
105,CUST9535,ACC57872,Credit,Transfer,Savings Account,Firm C,West,Manager 4,23-03-2024,40617.36039,82249.8878,-0.120970495,815,182
149,CUST9129,ACC53466,Credit,Withdrawal,Credit Card,Firm D,West,Manager 4,10-01-2023,82857.6263,39152.30748,0.012037739,345,198
16,CUST5664,ACC16241,Current,Payment,Mutual Fund,Firm A,North,Manager 4,12-03-2024,41875.62932,122522.365,0.596790053,536,30
190,CUST1114,ACC78089,Current,Transfer,Personal Loan,Firm A,East,Manager 3,12-01-2024,9110.870329,86988.43428,0.789804138,638,184
170,CUST5705,ACC32890,Credit,Payment,Personal Loan,Firm C,Central,Manager 2,26-03-2023,15689.86272,67666.08096,0.923511105,409,165
47,CUST8765,ACC77592,Savings,Transfer,Credit Card,Firm C,North,Manager 3,11-05-2023,12568.0679,32912.91283,-0.043289563,640,159
63,CUST1776,ACC22036,Credit,Withdrawal,Personal Loan,Firm D,North,Manager 1,02-05-2024,43076.25576,82656.70541,0.215119697,633,82
191,CUST6029,ACC51009,Savings,Payment,Savings Account,Firm A,North,Manager 2,11-04-2023,7281.055224,83337.92389,1.163727679,723,116
18,CUST8529,ACC91723,Credit,Payment,Savings Account,Firm D,Central,Manager 1,22-03-2024,39325.88731,105597.026,-0.03575931,467,204
93,CUST5320,ACC67713,Savings,Deposit,Mutual Fund,Firm C,Central,Manager 1,08-01-2023,36127.31589,96649.65559,0.626821555,354,88
22,CUST6565,ACC10996,Current,Withdrawal,Mutual Fund,Firm A,Central,Manager 2,29-01-2024,52970.34507,55638.52488,0.593555197,550,201
57,CUST5255,ACC46655,Current,Deposit,Mutual Fund,Firm E,Central,Manager 2,30-12-2023,82252.13562,116600.7021,0.310458786,649,152
108,CUST3059,ACC57700,Current,Transfer,Credit Card,Firm D,West,Manager 1,04-08-2023,61829.93168,80134.68895,0.273000667,679,115
74,CUST5912,ACC22255,Savings,Deposit,Personal Loan,Firm A,South,Manager 4,15-01-2023,90967.16066,85082.08161,0.130538373,737,156
57,CUST9066,ACC57516,Savings,Deposit,Savings Account,Firm C,North,Manager 1,09-01-2023,101466.1817,115082.4759,0.418124992,844,67
